XP_046636496.1	PTHR13793:SF162	ALHAMBRA, ISOFORM P	3.9e-68	231.6	15-463
XP_046653969.1	PTHR11567:SF125	2-PHOSPHOXYLOSE PHOSPHATASE 1	1.7e-47	163.0	72-478
XP_046642882.1	PTHR24028:SF328	CADHERIN-3	2.3e-102	344.4	6-1141
XP_046639069.1	PTHR43243:SF83	HIGH AFFINITY CATIONIC AMINO ACID TRANSPORTER 1-LIKE PROTEIN	1.2e-214	716.1	15-600
XP_046639316.1	PTHR11559:SF370	CARBOXYLIC ESTER HYDROLASE-RELATED	1.4e-146	490.2	14-570
XP_046630782.1	PTHR10480:SF12	UNC-13, ISOFORM E	0	2662.1	62-3002
XP_046640040.1	PTHR22796:SF1	VWFA DOMAIN-CONTAINING PROTEIN	4.4e-181	605.2	24-1102
XP_046634686.1	PTHR34605:SF4	REVERSE TRANSCRIPTASE	2.5e-35	123.1	2-171
XP_046636385.1	PTHR46514:SF3	ENDOPHILIN-A	6.8e-160	533.8	1-466
XP_046642772.1	PTHR45834:SF3	RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 3, ISOFORM L	1.2e-161	540.7	370-1438
XP_046632150.1	PTHR24012:SF365	POLYADENYLATE-BINDING PROTEIN 4	3.7e-244	812.8	8-606
XP_046636912.1	PTHR11929:SF232	ALPHA-(1,3)-FUCOSYLTRANSFERASE FUT-1	1.5e-114	383.7	86-421
XP_046655312.1	PTHR11606:SF33	GLUTAMATE DEHYDROGENASE (NAD(P)(+))	7.6e-271	900.1	48-560
XP_046644274.1	PTHR11384:SF62	ATP-BINDING CASSETTE SUB-FAMILY D MEMBER 3	0	1119.3	33-698
XP_046635519.1	PTHR11347:SF74	CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4A	1.4e-293	977.1	212-872
XP_046633278.1	PTHR10237:SF1	LD37257P	0	1244.6	1-903
XP_046655115.1	PTHR23122:SF14	PROTEIN PALS1	4e-291	969.3	473-1356
XP_046656583.1	PTHR46021:SF2	ARF-GAP WITH DUAL PH DOMAIN-CONTAINING PROTEIN 1-LIKE PROTEIN	2.7e-144	481.4	1-377
XP_046655985.1	PTHR22692:SF26	MYTH4 DOMAIN-CONTAINING PROTEIN	5.3e-264	878.6	161-972
XP_046630872.1	PTHR22998	SARM1	0	1114.1	217-1250
XP_046648005.1	PTHR18861	ELKS/RAB6-INTERACTING/CAST PROTEIN	2.6e-175	586.2	38-2095
XP_046646671.1	PTHR45615:SF27	MYOSIN HEAVY CHAIN, MUSCLE	0	3386.1	7-1930
XP_046656796.1	PTHR31196	RNA POLYMERASE II NUCLEAR LOCALIZATION PROTEIN SLC7A6OS-RELATED	4.4e-42	145.7	1-273
XP_046653588.1	PTHR46231	ANKYRIN REPEAT AND BTB/POZ DOMAIN-CONTAINING PROTEIN 1	5.3e-125	418.9	4-486
XP_046636273.1	PTHR10380:SF173	CUTICULAR PROTEIN 47EG-RELATED	2e-30	106.5	4-170
XP_046639258.1	PTHR13343:SF21	PROTEIN CREG1	2.9e-75	252.8	52-223
XP_046650482.1	PTHR12906:SF0	RESPIRASOME COMPLEX ASSEMBLY FACTOR 1	2.6e-48	163.8	4-116
XP_046635342.1	PTHR12236:SF79	CUTICULAR PROTEIN 56F	4.1e-40	139.3	1-224
XP_046635232.1	PTHR13360:SF1	ACTIVATING SIGNAL COINTEGRATOR 1 COMPLEX SUBUNIT 1	9.6e-70	236.4	2-349
XP_046636227.1	PTHR31195	UNCHARACTERIZED	5e-45	153.9	3-152
XP_046636111.1	PTHR19282:SF528	TETRASPANIN	8e-16	59.1	19-208
XP_046651846.1	PTHR46600:SF1	THAP-TYPE DOMAIN-CONTAINING PROTEIN	1.8e-24	87.2	2-346
XP_046636981.1	PTHR24416:SF601	TYROSINE-PROTEIN KINASE RECEPTOR CAM-1	1.5e-137	460.8	37-380
XP_046644038.1	PTHR18034:SF3	PRE-MRNA-SPLICING FACTOR CWC22 HOMOLOG	1.2e-260	867.6	1-524
XP_046643999.1	PTHR11920:SF474	RECEPTOR-TYPE GUANYLATE CYCLASE GYC76C	1.3e-238	795.6	102-579
XP_046646725.1	PTHR16521	TYPE-1 ANGIOTENSIN II RECEPTOR-ASSOCIATED PROTEIN	4.6e-51	173.5	3-169
XP_046637744.1	PTHR24115:SF600	KINESIN-LIKE PROTEIN KIF23	0.00063	19.1	11-294
XP_046633034.1	PTHR24023:SF1060	FIBRILLAR COLLAGEN NC1 DOMAIN-CONTAINING PROTEIN	8.6e-79	266.6	33-491
XP_046649909.1	PTHR11214:SF334	HEXOSYLTRANSFERASE	2.8e-93	312.5	113-410
XP_046638926.1	PTHR15921:SF3	PRE-MRNA CLEAVAGE COMPLEX 2 PROTEIN PCF11	1.5e-160	537.5	14-1533
XP_046634201.1	PTHR45828:SF33	REELIN DOMAIN-CONTAINING PROTEIN 1	2.9e-41	142.6	7-200
XP_046655381.1	PTHR16024	XK-RELATED PROTEIN	4.8e-100	335.6	35-413
XP_046640013.1	PTHR24123:SF33	ANKYRIN 2, ISOFORM U	6.7e-110	369.3	5-721
XP_046651828.1	PTHR22923	CEREBELLIN-RELATED	3.2e-20	73.7	56-392
XP_046654854.1	PTHR46253:SF1	TAB2	1.5e-22	81.0	11-422
XP_046657714.1	PTHR24270:SF5	LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 4	0	2204.0	139-1950
XP_046631662.1	PTHR13318:SF165	F-BOX/LRR-REPEAT PROTEIN FBXL-1	2.4e-35	123.1	36-279
XP_046649488.1	PTHR23113:SF252	RAP GUANINE NUCLEOTIDE EXCHANGE FACTOR HOMOLOG	1.9e-209	698.1	144-879
XP_046656141.1	PTHR12639:SF6	VITAMIN K-DEPENDENT GAMMA-CARBOXYLASE	1.5e-267	890.2	14-625
XP_046631816.1	PTHR11749:SF3	RIBULOSE-PHOSPHATE 3-EPIMERASE-RELATED	1.3e-99	332.5	9-225
XP_046636604.1	PTHR14950	DICER-RELATED	6.6e-105	352.8	36-700
XP_046635020.1	PTHR48015:SF35	SERINE/THREONINE-PROTEIN KINASE PAK	1.8e-259	864.8	43-589
XP_046640166.1	PTHR44826:SF8	SUBFAMILY NOT NAMED	1.2e-14	54.6	17-123
XP_046647156.1	PTHR24023	COLLAGEN ALPHA	2.1e-36	126.4	129-272
XP_046638948.1	PTHR10528:SF17	AF4/FMR2 FAMILY MEMBER LILLI	1.1e-121	408.8	53-1439
XP_046650411.1	PTHR43461	TRANSMEMBRANE PROTEIN 256	6.5e-41	139.9	57-171
XP_046632229.1	PTHR42886:SF29	PROTEIN ABHD8	5.7e-76	256.5	6-301
XP_046646766.1	PTHR14187:SF39	HEAT SHOCK 70 KDA PROTEIN 12B	2e-244	813.5	327-935
XP_046635957.1	PTHR10196:SF68	GLYCEROL KINASE 5-RELATED	3.3e-219	729.4	16-528
XP_046656357.1	PTHR46303:SF1	VWFC DOMAIN-CONTAINING PROTEIN	1.7e-157	525.1	9-468
XP_046656270.1	PTHR42902:SF2	MALATE SYNTHASE	2.8e-253	841.5	36-567
XP_046650741.1	PTHR14950:SF37	ENDORIBONUCLEASE DICER	9e-279	928.7	27-1585
XP_046638965.1	PTHR45819:SF5	CENTAURIN-GAMMA-1A	0	1056.1	9-1067
XP_046643836.1	PTHR22957:SF187	SMALL G PROTEIN SIGNALING MODULATOR 1	3.4e-276	920.4	118-1124
XP_046644976.1	PTHR11834:SF4	TRANSCRIPTIONAL ENHANCER FACTOR TEF-1	1.5e-221	736.8	102-571
XP_046637414.1	PTHR13131:SF5	CYSTINOSIN	2.9e-104	348.5	128-371
XP_046642811.1	PTHR31728:SF5	OS07G0540200 PROTEIN	3.1e-50	171.8	3-255
XP_046655077.1	PTHR15934	RNA 2',3'-CYCLIC PHOSPHODIESTERASE	4.4e-67	227.7	19-247
XP_046636580.1	PTHR45776:SF2	MIP04163P	1.4e-95	322.2	1-756
XP_046652359.1	PTHR44665	DNAJ HOMOLOG SUBFAMILY C MEMBER 14	1.3e-118	398.5	187-672
XP_046632552.1	PTHR10309:SF0	MANNOSE-6-PHOSPHATE ISOMERASE	1.1e-132	443.8	38-443
XP_046640125.1	PTHR23253:SF80	MIF4G DOMAIN-CONTAINING PROTEIN	8.6e-156	519.6	1-293
XP_046652153.1	PTHR20956:SF13	MULE DOMAIN-CONTAINING PROTEIN	2.9e-70	237.5	1-141
XP_046634861.1	PTHR12011	ADHESION G-PROTEIN COUPLED RECEPTOR	7.3e-119	399.1	96-1028
XP_046640322.1	PTHR23279:SF21	DEFECTIVE PROBOSCIS EXTENSION RESPONSE 11, ISOFORM B-RELATED	1.5e-90	304.2	30-335
XP_046630711.1	PTHR15020:SF11	UPF0659 PROTEIN YMR090W	1.6e-50	172.5	2-214
XP_046641014.1	PTHR10921	NUCLEAR DISTRIBUTION PROTEIN NUDE HOMOLOG 1	9.8e-89	299.0	1-274
XP_046646484.1	PTHR43038:SF5	RE14039P	4.6e-236	786.1	10-839
XP_046639608.1	PTHR11036:SF79	SEMAPHORIN 5C, ISOFORM A	9.7e-179	596.5	52-586
XP_046644694.1	PTHR45891:SF3	ZINC FINGER PROTEIN 2	0	2205.5	74-3487
XP_046653579.1	PTHR10537	DNA PRIMASE LARGE SUBUNIT	9.2e-172	572.8	16-481
XP_046633372.1	PTHR31594:SF14	FIBRONECTIN TYPE-III DOMAIN-CONTAINING PROTEIN	2.1e-38	133.1	67-636
XP_046635226.1	PTHR12246:SF13	PALMITOYLTRANSFERASE ZDHHC16	4.9e-119	397.8	24-358
XP_046654873.1	PTHR24347:SF417	CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE	5.3e-228	759.5	5-398
XP_046653933.1	PTHR48043:SF145	EG:EG0003.4 PROTEIN-RELATED	3e-108	363.7	30-519
XP_046639033.1	PTHR11475:SF114	PEROXIDASE-LIKE PROTEIN	0	1078.2	1-701
XP_046640944.1	PTHR42643:SF24	IONOTROPIC RECEPTOR 20A-RELATED	1.6e-126	423.2	12-385
XP_046655218.1	PTHR48101:SF4	METHYLMALONYL-COA MUTASE, MITOCHONDRIAL	0	1341.6	18-740
XP_046633175.1	PTHR11140:SF4	MPN DOMAIN-CONTAINING PROTEIN	0	4860.9	75-2402
XP_046633698.1	PTHR23080:SF63	THAP-TYPE DOMAIN-CONTAINING PROTEIN-RELATED	7.2e-71	239.9	36-421
XP_046646291.1	PTHR11477	TRANSCRIPTION FACTOR S-II ZINC FINGER DOMAIN-CONTAINING PROTEIN	9.8e-07	28.8	16-157
XP_046633289.1	PTHR10237:SF1	LD37257P	0	1278.3	25-1017
XP_046648649.1	PTHR10627:SF69	PROTEIN BICAUDAL C	7.7e-15	55.7	36-99
XP_046656938.1	PTHR46680	NF-KAPPA-B INHIBITOR ALPHA	1.5e-19	70.9	2-149
XP_046636693.1	PTHR12550:SF42	PC4 AND SFRS1-INTERACTING PROTEIN	1.8e-42	146.4	2-512
XP_046635338.1	PTHR12701:SF18	ENDOPLASMIC RETICULUM TRANSMEMBRANE PROTEIN	4.1e-57	193.9	1-222
XP_046635805.1	PTHR45951:SF3	PROTEIN DISPATCHED	0	1191.0	100-1108
XP_046635248.1	PTHR10083:SF368	GEO10309P1	9.8e-77	259.0	10-320
XP_046639155.1	PTHR45771	HOMEOTIC PROTEIN DEFORMED	7e-82	275.8	4-432
XP_046634483.1	PTHR15067:SF4	E3 UBIQUITIN-PROTEIN LIGASE RNF8	7e-29	101.6	92-235
XP_046638131.1	PTHR44329:SF57	INTEGRIN-LINKED PROTEIN KINASE	8.9e-220	730.4	1-446
XP_046646660.1	PTHR45615:SF27	MYOSIN HEAVY CHAIN, MUSCLE	0	3373.2	7-1934
XP_046638370.1	PTHR21308:SF1	PHYTANOYL-COA DIOXYGENASE, PEROXISOMAL	7.8e-131	437.1	10-299
XP_046637672.1	PTHR24124:SF14	ANK_REP_REGION DOMAIN-CONTAINING PROTEIN	1.8e-123	414.1	32-1061
XP_046652174.1	PTHR12231:SF267	BASEMENT MEMBRANE-SPECIFIC HEPARAN SULFATE PROTEOGLYCAN CORE PROTEIN	0	2439.2	184-4428
XP_046655356.1	PTHR36696	AGAP012002-PA	2.7e-91	307.9	24-505
XP_046638257.1	PTHR45964:SF5	WSC DOMAIN-CONTAINING PROTEIN 1	3.3e-89	300.7	37-358
XP_046649731.1	PTHR23301:SF95	EG:56G7.1 PROTEIN-RELATED	2.8e-89	300.8	33-675
XP_046641943.1	PTHR24197:SF44	ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 54	3.7e-48	165.2	44-514
XP_046654596.1	PTHR42643:SF24	IONOTROPIC RECEPTOR 20A-RELATED	3.7e-61	207.9	8-275
XP_046648755.1	PTHR12406:SF41	BRUMMER, ISOFORM B-RELATED	7.7e-129	431.0	16-409
XP_046637398.1	PTHR20981:SF8	60S RIBOSOMAL PROTEIN L21	3e-72	242.3	1-160
XP_046642092.1	PTHR11521:SF1	TROPONIN T, SKELETAL MUSCLE	1.3e-79	268.8	4-388
XP_046635265.1	PTHR11157:SF167	ELONGATION OF VERY LONG CHAIN FATTY ACIDS PROTEIN	1.2e-155	517.8	3-285
XP_046636956.1	PTHR23263	SMALL PROLINE-RICH PROTEIN	5.1e-68	227.2	1-400
XP_046645767.1	PTHR19290:SF102	PROTEIN ATONAL HOMOLOG 8	4.1e-66	225.0	117-650
XP_046647181.1	PTHR24637	COLLAGEN	5.1e-22	78.9	80-219
XP_046647911.1	PTHR10352:SF25	FOUND IN NEURONS, ISOFORM A-RELATED	2.2e-153	510.9	38-445
XP_046656076.1	PTHR42899	SPERMATOGENESIS-ASSOCIATED PROTEIN 20	5.4e-301	1001.0	10-753
XP_046654783.1	PTHR10237:SF1	LD37257P	0	1524.1	11-1041
XP_046641582.1	PTHR24413:SF213	FI01029P-RELATED	3.5e-59	201.6	71-315
XP_046656666.1	PTHR45618:SF2	MITOCHONDRIAL UNCOUPLING PROTEIN 3	9.8e-131	435.9	18-347
XP_046652437.1	PTHR11482:SF6	ORNITHINE DECARBOXYLASE 1-RELATED	4.6e-160	533.7	39-420
XP_046650535.1	PTHR21552	ADULT RETINA PROTEIN	2.1e-112	378.2	154-757
XP_046633209.1	PTHR48125	LP07818P1	1.4e-16	60.9	311-1496
XP_046656812.1	PTHR24258:SF116	FI16631P1-RELATED	9.5e-45	154.0	22-271
XP_046644991.1	PTHR23505:SF96	LP14756P	1.8e-142	476.4	11-500
XP_046635885.1	PTHR15136:SF5	STROMAL INTERACTION MOLECULE HOMOLOG	1.1e-162	544.5	64-705
XP_046654348.1	PTHR20933:SF4	F-BOX INVOLVED IN POLYQ PATHOGENESIS, ISOFORM A	4.1e-274	910.6	31-522
XP_046637546.1	PTHR11533:SF294	AMINOPEPTIDASE	2.2e-299	996.3	56-956
XP_046650972.1	PTHR47103:SF5	ZINC FINGER PROTEIN GIS2-LIKE	2.2e-05	25.0	138-189
XP_046640641.1	PTHR46599	PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4	3.3e-72	244.8	224-803
XP_046654238.1	PTHR46908	CUBILIN-LIKE PROTEIN	2.4e-47	162.1	348-788
XP_046639299.1	PTHR35980	NEUROPEPTIDE CCHAMIDE-1-RELATED	2.3e-05	25.8	15-48
XP_046634403.1	PTHR10814:SF35	PROTEIN GROUCHO	0	1112.5	1-891
XP_046646404.1	PTHR37557:SF5	C2H2-TYPE DOMAIN-CONTAINING PROTEIN	2e-07	30.9	15-321
XP_046636842.1	PTHR45985:SF8	CHITIN DEACETYLASE-LIKE 9, ISOFORM A	1.6e-161	539.7	31-391
XP_046642368.1	PTHR24006:SF925	UBIQUITINYL HYDROLASE 1	0	2471.0	287-2572
XP_046641462.1	PTHR24023:SF1060	FIBRILLAR COLLAGEN NC1 DOMAIN-CONTAINING PROTEIN	5.3e-67	227.6	33-456
XP_046637062.1	PTHR47217	GLOBIN-LIKE PROTEIN	1.4e-104	348.2	1-343
XP_046657516.1	PTHR10106:SF24	NO EXTENDED MEMORY, ISOFORM A	1.3e-126	422.1	15-257
XP_046648895.1	PTHR22443:SF18	NON-SPECIFIC LETHAL 1, ISOFORM M	1.5e-294	980.5	24-1247
XP_046643167.1	PTHR33198:SF8	CCHC-TYPE DOMAIN-CONTAINING PROTEIN	1.4e-198	661.0	1-613
XP_046655475.1	PTHR46167	N-LYSINE METHYLTRANSFERASE KMT5A	6.5e-89	299.1	25-357
XP_046637528.1	PTHR30612:SF10	SECA_MOTOR_DEAD DOMAIN-CONTAINING PROTEIN	5.4e-149	499.0	773-1582
XP_046654326.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	5.3e-36	125.3	186-467
XP_046650213.1	PTHR48021:SF91	GH07001P-RELATED	4.1e-167	557.7	32-497
XP_046656439.1	PTHR45785	COMPLEMENT FACTOR H-RELATED	5.3e-27	95.1	25-425
XP_046643314.1	PTHR24256:SF540	LETHAL (2) K05911	2.3e-74	251.0	105-385
XP_046647101.1	PTHR12411:SF55	CATHEPSIN K	4.4e-68	230.4	7-330
XP_046642142.1	PTHR24329:SF543	DORSAL ROOT GANGLIA HOMEOBOX, ISOFORM E-RELATED	3.5e-50	172.3	51-317
XP_046656625.1	PTHR10264:SF126	MECHANOSENSORY PROTEIN 2	6.8e-195	651.7	74-325
XP_046632737.1	PTHR22957:SF333	TBC1 DOMAIN FAMILY MEMBER 25	5.4e-203	677.1	27-713
XP_046631334.1	PTHR10024:SF369	FI18813P1	2.4e-162	541.8	12-517
XP_046642345.1	PTHR11096:SF1	RNA 3'-TERMINAL PHOSPHATE CYCLASE-LIKE PROTEIN	6.3e-151	502.9	11-372
XP_046646070.1	PTHR24256:SF458	AGAP005686-PA	2.1e-104	349.7	15-311
XP_046631244.1	PTHR21257:SF54	DELTA(14)-STEROL REDUCTASE TM7SF2	6.8e-71	239.9	246-644
XP_046646564.1	PTHR28631	UPF0692 PROTEIN C19ORF54	1.9e-12	47.6	44-105
XP_046640837.1	PTHR42643:SF24	IONOTROPIC RECEPTOR 20A-RELATED	4.5e-111	372.3	5-398
XP_046654703.1	PTHR12236:SF79	CUTICULAR PROTEIN 56F	1.2e-48	167.2	1-187
XP_046651214.1	PTHR15967	UNCHARACTERIZED	6.8e-57	193.3	31-249
XP_046634563.1	PTHR33488	ZGC:162509	4.5e-113	378.8	68-695
XP_046647614.1	PTHR10177:SF527	CYCLIN D, ISOFORM D	4.9e-66	223.7	9-289
XP_046633869.1	PTHR24056:SF128	CYCLIN-DEPENDENT KINASE 17	5e-211	702.2	49-492
XP_046634256.1	PTHR34609:SF17	SUBFAMILY NOT NAMED	1.3e-54	185.0	1-170
XP_046654162.1	PTHR15288:SF6	DENN DOMAIN-CONTAINING PROTEIN 2C	1.4e-90	305.5	514-893
XP_046644590.1	PTHR22552:SF24	RE35358P	2.5e-33	116.2	1-215
XP_046635775.1	PTHR13954:SF6	ENDORIBONUCLEASE	7.9e-166	552.7	6-692
XP_046654365.1	PTHR46380:SF1	CYCLIN-D-BINDING MYB-LIKE TRANSCRIPTION FACTOR 1	2.8e-93	314.1	58-367
XP_046636739.1	PTHR12027:SF102	PROTEIN WNT-4	3.3e-115	385.6	172-547
XP_046645350.1	PTHR45655:SF5	SOLUBLE GUANYLATE CYCLASE 89DA-RELATED	4.3e-279	928.0	1-627
XP_046642513.1	PTHR31183:SF2	TRICHOPLEIN KERATIN FILAMENT-BINDING PROTEIN	7.4e-104	348.7	25-484
XP_046645277.1	PTHR24243:SF226	THYROLIBERIN RECEPTOR	3.1e-118	396.1	108-471
XP_046649408.1	PTHR10237:SF1	LD37257P	2.1e-31	109.5	2-1522
XP_046636684.1	PTHR23420:SF2	ADENOSYLHOMOCYSTEINASE 3	4.3e-299	993.7	33-510
XP_046645018.1	PTHR21719	UNCHARACTERIZED	1.6e-69	235.3	110-520
XP_046657150.1	PTHR12236:SF79	CUTICULAR PROTEIN 56F	4.7e-47	162.0	6-123
XP_046650160.1	PTHR15217:SF0	FEMALE-LETHAL(2)D HOMOLOG	3e-87	293.4	13-273
XP_046643498.1	PTHR12558:SF9	CELL DIVISION CYCLE PROTEIN 16 HOMOLOG	2e-169	565.4	21-552
XP_046649545.1	PTHR11475:SF115	CHORION PEROXIDASE	0	1054.4	233-923
XP_046646493.1	PTHR12658	BETA-TUBULIN COFACTOR D	9.7e-14	50.7	18-117
XP_046638449.1	PTHR22552:SF24	RE35358P	1.3e-19	71.7	1-231
XP_046636901.1	PTHR23331	CXYORF1	1.3e-67	229.7	33-359
XP_046649313.1	PTHR11690:SF288	AMILORIDE-SENSITIVE NA+ CHANNEL-RELATED	3.9e-126	422.0	19-495
