XP_046450746.1	PTHR23164:SF17	EARLY ENDOSOME ANTIGEN 1	7.4e-56	192.6	235-964
XP_046454703.1	PTHR13184	37S RIBOSOMAL PROTEIN S22	1.7e-82	281.1	45-472
XP_046454703.1	PTHR13184:SF5	METHYLTRANSFERASE LIKE	1.7e-82	281.1	45-472
XP_046455692.1	PTHR11905:SF237	MIND-MELD, ISOFORM J	0	1424.8	26-1242
XP_046461103.1	PTHR24391:SF26	HISTONE H4 TRANSCRIPTION FACTOR	6.2e-99	335.2	17-386
XP_046452719.1	PTHR12129:SF15	URONYL 2-SULFOTRANSFERASE	5.8e-66	225.9	2-320
XP_046440417.1	PTHR10404:SF77	N-ACETYLATED ALPHA-LINKED ACIDIC DIPEPTIDASE 2	4.8e-274	913.9	12-729
XP_046462360.1	PTHR34609:SF17	SUBFAMILY NOT NAMED	3.6e-24	88.3	10-188
XP_046449681.1	PTHR12958:SF3	ZINC FINGER PROTEIN USH	1.5e-265	887.2	118-1233
XP_046459964.1	PTHR24416:SF600	PDGF-AND VEGF-RECEPTOR RELATED, ISOFORM J	5.9e-61	209.8	12-356
XP_046437146.1	PTHR12231:SF267	BASEMENT MEMBRANE-SPECIFIC HEPARAN SULFATE PROTEOGLYCAN CORE PROTEIN	0	2355.6	185-4090
XP_046464341.1	PTHR14402:SF10	ZF-3CXXC DOMAIN-CONTAINING PROTEIN	6.5e-74	252.1	62-248
XP_046460089.1	PTHR24377:SF970	ZINC FINGER PROTEIN OZF	5.2e-85	289.1	22-304
XP_046455120.1	PTHR13005:SF4	CYSTEINE-RICH HYDROPHOBIC PROTEIN	2.8e-84	283.6	4-178
XP_046457777.1	PTHR13382:SF54	F-BOX AND LEUCINE-RICH REPEAT PROTEIN 16	1.6e-101	343.6	125-555
XP_046457670.1	PTHR14166:SF17	RHO-GAP DOMAIN-CONTAINING PROTEIN	0	1244.4	43-1307
NP_008632.1	PTHR19271:SF37	CYTOCHROME B	2.2e-162	543.7	4-372
XP_046444616.1	PTHR23320:SF165	PROTEIN CBG27997	4.4e-13	52.3	23-175
XP_046452672.1	PTHR10037:SF293	VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT ALPHA	0	2779.1	16-1622
XP_046444463.1	PTHR12673:SF159	LD03170P	1.1e-86	295.0	12-450
XP_046456623.1	PTHR24276	POLYSERASE-RELATED	8.8e-57	195.4	34-498
XP_046453852.1	PTHR11934	RIBOSE-5-PHOSPHATE ISOMERASE	3e-102	343.9	33-273
XP_046453852.1	PTHR11934:SF0	RIBOSE-5-PHOSPHATE ISOMERASE	3e-102	343.9	33-273
XP_046440377.1	PTHR12119:SF2	CYTOCHROME B-C1 COMPLEX SUBUNIT 8	8.4e-29	102.3	1-82
XP_046440377.1	PTHR12119	UBIQUINOL-CYTOCHROME C REDUCTASE COMPLEX UBIQUINONE-BINDING PROTEIN QP-C	8.4e-29	102.3	1-82
XP_046442688.1	PTHR12224:SF0	BETA-1,4-MANNOSYL-GLYCOPROTEIN 4-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE	1.7e-84	287.0	51-473
XP_046460402.1	PTHR37612:SF19	FIBROIN HEAVY CHAIN FIB-H LIKE PROTEIN	7.3e-05	25.2	88-308
XP_046453124.1	PTHR12761:SF1	HERMANSKY-PUDLAK SYNDROME 1 PROTEIN	5.9e-86	292.5	1-542
XP_046453124.1	PTHR12761	HERMANSKY-PUDLAK SYNDROME PROTEIN 1	5.9e-86	292.5	1-542
XP_046447597.1	PTHR13245:SF14	RRP15-LIKE PROTEIN	1.5e-47	165.8	12-265
XP_046445519.1	PTHR24379:SF67	BLOODY FINGERS-RELATED	3.1e-136	458.1	61-681
XP_046461542.1	PTHR24200:SF11	TOUCAN, ISOFORM A	1.2e-96	327.5	2-424
XP_046460721.1	PTHR23324:SF83	RE68566P	9.9e-125	419.5	5-383
XP_046443458.1	PTHR20903	PREFOLDIN SUBUNIT 1-RELATED	3.5e-41	142.9	10-124
XP_046447586.1	PTHR45718:SF4	TRANSCRIPTIONAL ACTIVATOR CUBITUS INTERRUPTUS	1e-248	832.3	126-1684
XP_046449862.1	PTHR12673:SF241	PROTEIN CBR-EXC-5	1e-199	668.7	183-906
XP_046445849.1	PTHR23199:SF13	PROTEIN SPAETZLE 3	1.9e-61	210.8	128-387
XP_046461812.1	PTHR33562:SF18	BOUDIN-RELATED	9.6e-37	128.9	8-138
XP_046449708.1	PTHR21266:SF19	RIESKE DOMAIN-CONTAINING PROTEIN	3.5e-92	312.7	22-427
XP_046446473.1	PTHR21451:SF0	HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-79 SPECIFIC	3.2e-190	636.6	5-989
XP_046447346.1	PTHR21177	IP06524P-RELATED	3.4e-92	313.0	45-340
XP_046445950.1	PTHR24155:SF11	CASKIN, ISOFORM B	7.3e-121	408.1	362-1193
XP_046454326.1	PTHR22775:SF48	FI21262P1	2.4e-292	975.2	25-972
XP_046463805.1	PTHR12166:SF8	CALCIUM-DEPENDENT SECRETION ACTIVATOR	0	2149.6	148-1399
XP_046450455.1	PTHR12750:SF11	INOSITOL HEXAKISPHOSPHATE AND DIPHOSPHOINOSITOL-PENTAKISPHOSPHATE KINASE 1	0	1606.7	94-1274
XP_046454734.1	PTHR23199:SF12	NEUROTROPHIN 1-RELATED	1e-53	185.6	32-204
XP_046461134.1	PTHR45873:SF1	DNA POLYMERASE ETA	2.3e-176	591.7	5-695
XP_046455501.1	PTHR48099	C-1-TETRAHYDROFOLATE SYNTHASE, CYTOPLASMIC-RELATED	2.9e-115	387.2	42-330
XP_046464048.1	PTHR14659:SF1	ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34	1e-52	182.5	2-271
XP_046464048.1	PTHR14659	ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34	1e-52	182.5	2-271
XP_046439593.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	1.1e-116	393.2	186-836
XP_046453551.1	PTHR44145:SF3	DNAJ HOMOLOG SUBFAMILY A MEMBER 3, MITOCHONDRIAL	2.5e-161	540.4	34-444
XP_046462189.1	PTHR46908	CUBILIN-LIKE PROTEIN	6.7e-48	166.3	111-805
XP_046443900.1	PTHR18939	RIBOSOME BINDING PROTEIN-1	9.3e-141	474.1	1-1078
XP_046443900.1	PTHR18939:SF4	RIBOSOME-BINDING PROTEIN 1	9.3e-141	474.1	1-1078
XP_046456717.1	PTHR16230	CAPPUCCINO	2.3e-23	86.2	4-150
XP_046456610.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	1.1e-97	330.6	72-566
XP_046457108.1	PTHR43884:SF11	VERY LONG-CHAIN SPECIFIC ACYL-COA DEHYDROGENASE, MITOCHONDRIAL	3.6e-260	867.8	33-515
XP_046441790.1	PTHR18935:SF8	JAKMIP_CC3 DOMAIN-CONTAINING PROTEIN	0	1794.7	107-1262
XP_046441697.1	PTHR11003:SF338	PROTEIN CBG03693	7e-48	166.7	18-346
XP_046462640.1	PTHR11037:SF21	GEMINI, ISOFORM C	7.2e-211	705.5	198-836
XP_046462747.1	PTHR21579:SF20	PROTEIN TINCAR	1.5e-202	678.3	2-748
XP_046459399.1	PTHR32305:SF15	PROTEIN RHSA-RELATED	0	2246.8	324-3988
XP_046461841.1	PTHR23354:SF122	GTPASE-ACTIVATING PROTEIN SKYWALKER	3.9e-101	342.9	107-614
XP_046441686.1	PTHR16219:SF1	HAUS AUGMIN-LIKE COMPLEX SUBUNIT 4	2.4e-66	227.5	5-327
XP_046439377.1	PTHR37161:SF3	HDC10475	7.7e-94	317.1	2-276
XP_046444080.1	PTHR11590:SF52	HEMOCYTE PROTEIN-GLUTAMINE GAMMA-GLUTAMYLTRANSFERASE-LIKE PROTEIN	0	1454.2	70-901
XP_046445408.1	PTHR24253:SF63	PEPTIDASE S1 DOMAIN-CONTAINING PROTEIN	2.4e-117	395.3	30-526
XP_046449561.1	PTHR23320:SF165	PROTEIN CBG27997	2.2e-15	59.8	13-169
XP_046437019.1	PTHR43690:SF18	INSULIN-DEGRADING ENZYME-RELATED	1.4e-299	999.3	61-1107
XP_046444307.1	PTHR10544:SF0	60S RIBOSOMAL PROTEIN L28	2.4e-35	125.1	2-132
XP_046440593.1	PTHR13946:SF28	DNA-DIRECTED RNA POLYMERASES I AND III SUBUNIT RPAC2	5e-34	119.1	97-190
XP_046461511.1	PTHR11161	O-ACYLTRANSFERASE	4.9e-138	464.4	93-758
XP_046455079.1	PTHR12619:SF33	RFX, ISOFORM H	1.5e-274	916.2	73-795
XP_046445933.1	PTHR13558:SF1	TRANSMEMBRANE PROTEIN 134	9.4e-43	149.0	31-159
XP_046445933.1	PTHR13558	UNCHARACTERIZED	9.4e-43	149.0	31-159
XP_046464472.1	PTHR24346:SF74	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN	3e-212	710.5	20-594
XP_046459522.1	PTHR43127:SF2	DEVELOPMENTALLY-REGULATED GTP-BINDING PROTEIN 2	3.5e-212	707.3	1-364
XP_046458459.1	PTHR11426:SF194	HISTONE H3	2.7e-98	329.9	1-136
XP_046446446.1	PTHR45704:SF16	RAS-RELATED AND ESTROGEN-REGULATED GROWTH INHIBITOR-LIKE PROTEIN	2.1e-68	232.9	7-239
XP_046452099.1	PTHR33066	INTEGRASE_SAM-LIKE_N DOMAIN-CONTAINING PROTEIN	2.6e-18	68.7	28-327
XP_046452099.1	PTHR33066:SF1	INTEGRASE_SAM-LIKE_N DOMAIN-CONTAINING PROTEIN	2.6e-18	68.7	28-327
XP_046447373.1	PTHR10736:SF55	BESTROPHIN-4	2.2e-127	428.6	1-309
XP_046455768.1	PTHR13793:SF155	ZINC FINGER PROTEIN ZFP-1	0	1598.5	48-1028
XP_046455802.1	PTHR13250:SF1	PROGRAMMED CELL DEATH PROTEIN 10	9.5e-81	272.9	14-223
XP_046455802.1	PTHR13250	TF-1 CELL APOPTOSIS RELATED PROTEIN-15	9.5e-81	272.9	14-223
XP_046450773.1	PTHR10925	N-ACETYLTRANSFERASE 10	0	1438.6	1-1010
XP_046446320.1	PTHR22761:SF85	CHARGED MULTIVESICULAR BODY PROTEIN 5	4.8e-70	238.2	5-337
XP_046456285.1	PTHR21261	BEAT PROTEIN	3.6e-90	304.7	15-264
XP_046438856.1	PTHR11915:SF427	SPECTRIN ALPHA CHAIN, NON-ERYTHROCYTIC 1	0	3719.4	7-2422
XP_046464312.1	PTHR23042:SF99	PROTEIN CYCLE	0	1058.0	41-754
XP_046441023.1	PTHR45695:SF15	G PROTEIN-COUPLED RECEPTOR 15-LIKE	9.8e-127	426.2	33-458
XP_046447666.1	PTHR10736:SF0	BESTROPHIN HOMOLOG	9.1e-162	543.2	34-382
XP_046447413.1	PTHR45787:SF1	RHOMBOTIN-1-LIKE PROTEIN	6.8e-98	331.2	21-182
XP_046458195.1	PTHR10889:SF3	DEOXYRIBOSE-PHOSPHATE ALDOLASE	6.9e-142	474.9	1-317
XP_046446755.1	PTHR11475:SF115	CHORION PEROXIDASE	1.6e-22	82.5	7-217
XP_046441224.1	PTHR47368:SF2	PID DOMAIN-CONTAINING PROTEIN	2.1e-143	481.1	45-434
XP_046438784.1	PTHR12752:SF9	KRAMER, ISOFORM I	4.2e-115	388.9	16-2948
XP_046451826.1	PTHR45636:SF43	PAIRED BOX POX-NEURO PROTEIN-RELATED	2.7e-121	409.7	1-601
XP_046449177.1	PTHR42643:SF24	IONOTROPIC RECEPTOR 20A-RELATED	9.4e-124	416.4	24-455
XP_046463695.1	PTHR13309	NUCLEAR FRAGILE X MENTAL RETARDATION PROTEIN INTERACTING PROTEIN 1	2.4e-43	152.0	15-408
XP_046463836.1	PTHR21177	IP06524P-RELATED	1.8e-78	267.7	23-301
XP_046445904.1	PTHR46426	PROTEIN DISULFIDE-ISOMERASE TMX3	1.1e-139	468.6	2-438
XP_046445904.1	PTHR46426:SF1	PROTEIN DISULFIDE-ISOMERASE TMX3	1.1e-139	468.6	2-438
XP_046437173.1	PTHR12729:SF6	TRNA(HIS) GUANYLYLTRANSFERASE-RELATED	2.8e-113	380.3	36-289
XP_046451570.1	PTHR24291:SF48	CYTOCHROME P450 301B1	9.2e-123	413.5	79-567
XP_046463979.1	PTHR46510:SF1	BROMODOMAIN ADJACENT TO ZINC FINGER DOMAIN PROTEIN 1A	0	1415.9	1-1457
XP_046455113.1	PTHR10117:SF51	TRANSIENT RECEPTOR POTENTIAL PROTEIN	0	1887.1	41-1086
XP_046463226.1	PTHR18884:SF83	AAA DOMAIN-CONTAINING PROTEIN-RELATED	2.4e-187	626.5	195-1342
XP_046462958.1	PTHR24123:SF128	ANK_REP_REGION DOMAIN-CONTAINING PROTEIN	1e-153	515.4	530-930
XP_046460642.1	PTHR24115:SF789	KINESIN-LIKE PROTEIN KLP68D	3.7e-279	931.4	3-751
XP_046446477.1	PTHR24270:SF21	LOW-DENSITY LIPOPROTEIN RECEPTOR	4.3e-19	71.2	7-80
XP_046445061.1	PTHR13817:SF164	ZORMIN, ISOFORM J	2.3e-220	738.0	17-2777
XP_046439586.1	PTHR47644:SF1	SUBFAMILY NOT NAMED	0	1676.3	110-1951
XP_046439586.1	PTHR47644	AGAP008221-PA	0	1676.3	110-1951
XP_046459579.1	PTHR21084	UNCHARACTERIZED	2e-79	269.9	38-309
XP_046459579.1	PTHR21084:SF1	CHROMOSOME 3 OPEN READING FRAME 38	2e-79	269.9	38-309
XP_046450108.1	PTHR24115:SF586	KINESIN MOTOR DOMAIN-CONTAINING PROTEIN	2.4e-272	909.0	43-981
XP_046455022.1	PTHR48015:SF21	MISSHAPEN, ISOFORM A	0	1681.0	9-1351
XP_046439597.1	PTHR24123:SF128	ANK_REP_REGION DOMAIN-CONTAINING PROTEIN	5.1e-137	460.3	308-863
XP_046456627.1	PTHR12101:SF1	BVES	2.6e-148	496.3	129-457
XP_046456720.1	PTHR10507:SF0	CELL DIVISION CONTROL PROTEIN 45 HOMOLOG	3.1e-155	521.0	1-576
XP_046439346.1	PTHR24135:SF28	LD13733P	0	1431.4	52-1702
XP_046440373.1	PTHR16083:SF54	LEUCINE-RICH REPEAT-CONTAINING PROTEIN 59	2.6e-71	243.4	3-278
XP_046462776.1	PTHR23279:SF21	DEFECTIVE PROBOSCIS EXTENSION RESPONSE 11, ISOFORM B-RELATED	7.6e-90	304.2	30-335
XP_046437708.1	PTHR20940:SF1	CIBOULOT, ISOFORM A	1.6e-104	349.7	5-285
XP_046437708.1	PTHR20940	TETRA THYMOSIN	1.6e-104	349.7	5-285
XP_046441112.1	PTHR15715:SF22	SARCOLEMMAL MEMBRANE-ASSOCIATED PROTEIN	7.3e-122	411.2	42-743
XP_046437862.1	PTHR22955:SF69	INTEGRASE CATALYTIC DOMAIN-CONTAINING PROTEIN	2.8e-298	996.3	135-2349
XP_046456355.1	PTHR24256:SF458	AGAP005686-PA	1.3e-80	273.8	11-300
XP_046447593.1	PTHR13138	PROTEIN LIN1	1e-77	265.2	18-344
XP_046447593.1	PTHR13138:SF3	CD2 ANTIGEN CYTOPLASMIC TAIL-BINDING PROTEIN 2	1e-77	265.2	18-344
XP_046451236.1	PTHR11255:SF48	DIACYLGLYCEROL KINASE 1	0	1207.1	105-1047
XP_046438216.1	PTHR23235:SF124	KRUPPEL-LIKE FACTOR 1-RELATED	9.4e-10	42.2	93-277
XP_046436925.1	PTHR11923:SF107	EPITHELIAL MEMBRANE PROTEIN, ISOFORM B	2.3e-183	613.2	5-481
XP_046441834.1	PTHR13513	E3 UBIQUITIN-PROTEIN LIGASE UBR7	1e-119	403.2	12-353
XP_046448652.1	PTHR12369:SF11	HEXOSYLTRANSFERASE	5.6e-255	850.9	34-766
XP_046443105.1	PTHR42861:SF2	CALCIUM-TRANSPORTING ATPASE TYPE 2C MEMBER 1	0	1238.3	27-913
XP_046454600.1	PTHR24208:SF166	LIM HOMEOBOX TRANSCRIPTION FACTOR 1 ALPHA, ISOFORM B	1.1e-126	426.8	143-529
XP_046440666.1	PTHR17357	GM2 GANGLIOSIDE ACTIVATOR PROTEIN	1e-52	181.7	49-214
XP_046440666.1	PTHR17357:SF0	GANGLIOSIDE GM2 ACTIVATOR	1e-52	181.7	49-214
XP_046461491.1	PTHR11080:SF2	LD05707P	6.9e-89	300.9	45-346
XP_046463684.1	PTHR10606:SF65	6-PHOSPHOFRUCTO-2-KINASE	8.1e-94	317.7	170-396
XP_046461107.1	PTHR10288:SF93	INSULIN-LIKE GROWTH FACTOR 2 MRNA-BINDING PROTEIN 2	3.1e-115	388.7	223-642
XP_046453241.1	PTHR24404:SF82	RH47711P-RELATED	4.6e-52	180.9	279-763
XP_046440413.1	PTHR24056:SF128	CYCLIN-DEPENDENT KINASE 17	1.6e-208	696.4	69-487
XP_046463922.1	PTHR12253:SF36	PHOSPHATIDYLCHOLINE 2-ACYLHYDROLASE	4.6e-172	575.4	21-367
XP_046462454.1	PTHR11040:SF204	ZRT (ZRT), IRT-(IRT-) LIKE PROTEIN TRANSPORTER	3.7e-72	246.3	1-370
XP_046439420.1	PTHR11021:SF0	SMALL NUCLEAR RIBONUCLEOPROTEIN F	7.8e-47	160.1	5-87
XP_046457773.1	PTHR46844	SLR5058 PROTEIN	4.8e-111	375.7	27-1579
XP_046457773.1	PTHR46844:SF1	SLR5058 PROTEIN	4.8e-111	375.7	27-1579
XP_046444467.1	PTHR46983:SF4	CYSTEINE AND HISTIDINE-RICH DOMAIN-CONTAINING PROTEIN 1	4.9e-111	374.0	7-332
XP_046445368.1	PTHR11216:SF69	EPIDERMAL GROWTH FACTOR RECEPTOR SUBSTRATE 15-LIKE 1	1.4e-138	466.8	15-761
XP_046437681.1	PTHR12141:SF1	PRKCA-BINDING PROTEIN	3e-190	635.5	120-514
XP_046458990.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	3.9e-116	391.4	187-673
XP_046446887.1	PTHR10380	CUTICLE PROTEIN	2.7e-36	128.5	28-150
XP_046449146.1	PTHR21049:SF0	DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT 1	8.5e-203	677.9	7-594
XP_046446635.1	PTHR10672:SF3	PROTEIN HU-LI TAI SHAO	2.7e-288	961.4	28-818
XP_046456294.1	PTHR22792:SF131	LA-RELATED PROTEIN LARP4B	1.5e-119	403.8	44-1076
XP_046446896.1	PTHR10380	CUTICLE PROTEIN	8.6e-35	123.7	1-125
XP_046458332.1	PTHR13173	WW DOMAIN BINDING PROTEIN 4	3.1e-67	231.0	1-331
XP_046458332.1	PTHR13173:SF10	WW DOMAIN-BINDING PROTEIN 4	3.1e-67	231.0	1-331
XP_046441803.1	PTHR12375:SF31	RNA-BINDING PROTEIN LUC7-LIKE 1-RELATED	6.5e-105	354.2	16-283
XP_046446317.1	PTHR22761:SF85	CHARGED MULTIVESICULAR BODY PROTEIN 5	7.7e-70	237.6	5-337
XP_046438795.1	PTHR13069:SF37	FIRE DANCER	6e-227	758.2	19-1417
XP_046438912.1	PTHR14942:SF0	U11/U12 SMALL NUCLEAR RIBONUCLEOPROTEIN 25 KDA PROTEIN	2.4e-42	148.7	63-208
XP_046458184.1	PTHR11753:SF45	AP-1 COMPLEX SUBUNIT SIGMA-2	1.7e-93	314.2	2-145
XP_046451932.1	PTHR24026:SF118	DE-CADHERIN	0	1127.6	71-1483
XP_046456093.1	PTHR22812:SF112	CHROMATOR, ISOFORM A-RELATED	5.9e-14	55.2	2-116
XP_046451006.1	PTHR16172:SF35	MFS DOMAIN-CONTAINING PROTEIN	6e-252	840.8	20-670
XP_046449799.1	PTHR20931	UNCHARACTERIZED	2.1e-294	981.0	5-673
XP_046459308.1	PTHR11590:SF52	HEMOCYTE PROTEIN-GLUTAMINE GAMMA-GLUTAMYLTRANSFERASE-LIKE PROTEIN	9.5e-232	773.8	70-525
XP_046459231.1	PTHR13693:SF58	5-AMINOLEVULINATE SYNTHASE, ERYTHROID-SPECIFIC, MITOCHONDRIAL	9e-218	727.5	89-512
XP_046455925.1	PTHR12236:SF79	CUTICULAR PROTEIN 56F	4.3e-43	151.4	7-264
XP_046438941.1	PTHR11139:SF71	SERINE/THREONINE-PROTEIN KINASE SMG1	0	1159.7	159-3247
XP_046444182.1	PTHR22929:SF0	TRANSCRIPTION FACTOR TFIIIB COMPONENT B'' HOMOLOG	2.1e-41	145.4	7-486
XP_046457746.1	PTHR16127:SF15	TAXILIN BETA B	0.0001	24.1	95-233
XP_046440420.1	PTHR46953:SF1	G-PROTEIN COUPLED RECEPTOR MTH-LIKE 1-RELATED	6.3e-57	195.9	47-581
XP_046452629.1	PTHR11523:SF46	SODIUM/POTASSIUM-TRANSPORTING ATPASE SUBUNIT BETA-2	2e-118	397.9	11-316
XP_046437177.1	PTHR45779:SF14	PEPTIDYLPROLYL ISOMERASE	3.8e-77	261.7	1-129
XP_046457199.1	PTHR21308:SF1	PHYTANOYL-COA DIOXYGENASE, PEROXISOMAL	1.9e-130	438.2	5-293
XP_046439666.1	PTHR36649	UBIQUITIN-LIKE DOMAIN-CONTAINING PROTEIN	8.2e-65	221.9	96-315
XP_046444334.1	PTHR24228:SF74	G_PROTEIN_RECEP_F1_2 DOMAIN-CONTAINING PROTEIN	6.4e-116	391.2	18-641
XP_046455117.1	PTHR15140:SF6	TUBULIN-SPECIFIC CHAPERONE COFACTOR E-LIKE PROTEIN	1.8e-39	138.7	11-400
XP_046461252.1	PTHR21506:SF0	CONSERVED OLIGOMERIC GOLGI COMPLEX SUBUNIT 6	1.2e-191	641.6	2-622
XP_046461252.1	PTHR21506	COMPONENT OF OLIGOMERIC GOLGI COMPLEX 6	1.2e-191	641.6	2-622
XP_046442479.1	PTHR13102	NUCLEOLAR PROTEIN 9	2.1e-118	399.9	33-609
XP_046442479.1	PTHR13102:SF0	NUCLEOLAR PROTEIN 9	2.1e-118	399.9	33-609
XP_046450670.1	PTHR14091:SF0	PERIODIC TRYPTOPHAN PROTEIN 1 HOMOLOG	5.8e-158	529.6	14-476
XP_046450777.1	PTHR11226	UDP-GLUCOSE GLYCOPROTEIN:GLUCOSYLTRANSFERASE	0	1903.2	5-1504
XP_046443136.1	PTHR21676:SF6	PROTEIN STUM	9e-45	156.3	19-350
XP_046451205.1	PTHR11929:SF232	ALPHA-(1,3)-FUCOSYLTRANSFERASE FUT-1	1.4e-129	435.5	49-387
XP_046452008.1	PTHR45659:SF4	HOMEOBOX PROTEIN ABDOMINAL-A-RELATED	1.3e-74	255.0	8-301
XP_046456168.1	PTHR22923:SF62	COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3	8.9e-89	301.3	301-593
XP_046441027.1	PTHR23105:SF161	60S RIBOSOMAL PROTEIN L7A	2.6e-121	406.9	11-269
XP_046460362.1	PTHR22589:SF31	CARNITINE O-PALMITOYLTRANSFERASE	0	1092.1	5-764
XP_046447417.1	PTHR45638:SF4	CYCLIC NUCLEOTIDE-BINDING DOMAIN-CONTAINING PROTEIN	0	1311.4	276-990
XP_046445499.1	PTHR13551	BRAIN PROTEIN I3	6.6e-29	104.5	5-126
XP_046445499.1	PTHR13551:SF1	BRAIN PROTEIN I3	6.6e-29	104.5	5-126
XP_046453212.1	PTHR13817:SF151	TITIN	0	9278.6	5-8776
XP_046449173.1	PTHR10173	METHIONINE SULFOXIDE REDUCTASE	3e-57	196.0	10-139
XP_046445155.1	PTHR11432:SF3	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 1	7e-62	212.3	10-252
XP_046442319.1	PTHR23074:SF86	SPASTIN	1.1e-159	535.3	12-521
XP_046444303.1	PTHR23198:SF21	BNAC09G11300D PROTEIN	1.8e-09	39.7	116-451
XP_046454654.1	PTHR12517	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 13B	0	2192.8	1-3613
XP_046454654.1	PTHR12517:SF0	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 13B	0	2192.8	1-3613
XP_046440597.1	PTHR21527:SF6	NUCLEOPORIN NUP35	5.2e-46	161.1	29-305
XP_046463564.1	PTHR11607:SF3	ALPHA-MANNOSIDASE 2-RELATED	0	1119.1	27-1014
XP_046445937.1	PTHR43798:SF14	SERINE HYDROLASE-LIKE PROTEIN DDB_G0286239	4.4e-82	279.1	38-327
XP_046440586.1	PTHR11011:SF65	FATTY ACYL-COA REDUCTASE CG5065-RELATED	2.9e-170	570.0	6-477
XP_046442889.1	PTHR22811:SF37	TRANSMEMBRANE EMP24 DOMAIN-CONTAINING PROTEIN 9	2.6e-111	373.3	8-215
XP_046459001.1	PTHR33236:SF5	CUB DOMAIN-CONTAINING PROTEIN	4e-176	589.4	2-582
XP_046441141.1	PTHR25464:SF9	TRIPARTITE MOTIF-CONTAINING PROTEIN 2-LIKE PROTEIN	4e-33	117.8	23-431
XP_046447377.1	PTHR10736:SF55	BESTROPHIN-4	2.2e-132	445.1	26-357
XP_046463025.1	PTHR31594:SF14	FIBRONECTIN TYPE-III DOMAIN-CONTAINING PROTEIN	1.9e-106	360.5	5-583
XP_046461956.1	PTHR10887:SF495	HELICASE SENATAXIN-RELATED	2.2e-115	390.1	28-373
XP_046462400.1	PTHR13799:SF13	NIF3-LIKE PROTEIN 1	2.3e-125	421.3	19-383
XP_046454890.1	PTHR10977:SF3	DIPHOSPHOMEVALONATE DECARBOXYLASE	1.3e-150	504.9	5-375
XP_046445648.1	PTHR46143	CALPAIN-7	0	1021.8	7-801
XP_046445648.1	PTHR46143:SF1	CALPAIN-7	0	1021.8	7-801
